document_id,agent,fk_grade,passes,threshold
/var/folders/m3/7qfqyrbd52j5_bbq2hpkvd5c0000gn/T/tmp15m7z86_.pdf,agent2_diagnosis,4.4,True,6.0
/var/folders/m3/7qfqyrbd52j5_bbq2hpkvd5c0000gn/T/tmpy_c94euc.pdf,agent2_diagnosis,3.9,True,6.0
/var/folders/m3/7qfqyrbd52j5_bbq2hpkvd5c0000gn/T/tmp6pf7hzc7.pdf,agent2_diagnosis,4.1,True,6.0
/var/folders/m3/7qfqyrbd52j5_bbq2hpkvd5c0000gn/T/tmpe3ju3ea2.pdf,agent2_diagnosis,5.9,True,6.0
/var/folders/m3/7qfqyrbd52j5_bbq2hpkvd5c0000gn/T/tmp01gmf05m.pdf,agent2_diagnosis,5.0,True,6.0
/var/folders/m3/7qfqyrbd52j5_bbq2hpkvd5c0000gn/T/tmpo9efjgt4.pdf,agent2_diagnosis,3.5,True,6.0
/var/folders/m3/7qfqyrbd52j5_bbq2hpkvd5c0000gn/T/tmpm6umx50x.pdf,agent2_diagnosis,4.5,True,6.0
/var/folders/m3/7qfqyrbd52j5_bbq2hpkvd5c0000gn/T/tmp_0bcqn27.pdf,agent2_diagnosis,5.5,True,6.0
/Users/l/Desktop/DischargeIQ/dischargeiq/tests/fixtures/t2_diabetes_structured.pdf,agent2_diagnosis,3.2,True,6.0
/Users/l/Desktop/DischargeIQ/dischargeiq/tests/fixtures/chf_narrative.pdf,agent2_diagnosis,2.3,True,6.0
/Users/l/Desktop/DischargeIQ/dischargeiq/tests/fixtures/copd_mixed_route_change.pdf,agent2_diagnosis,4.8,True,6.0
/Users/l/Desktop/DischargeIQ/dischargeiq/tests/fixtures/hip_replacement_8pages_distractors.pdf,agent2_diagnosis,5.1,True,6.0
/Users/l/Desktop/DischargeIQ/dischargeiq/tests/fixtures/pneumonia_abbreviations.pdf,agent2_diagnosis,5.1,True,6.0
/Users/l/Desktop/DischargeIQ/dischargeiq/tests/fixtures/minimal_sparse.pdf,agent2_diagnosis,1.7,True,6.0
/Users/l/Desktop/DischargeIQ/dischargeiq/tests/fixtures/aki_6_secondaries.pdf,agent2_diagnosis,5.1,True,6.0
/Users/l/Desktop/DischargeIQ/dischargeiq/tests/fixtures/pediatric_asthma_weight_based.pdf,agent2_diagnosis,3.5,True,6.0
/Users/l/Desktop/DischargeIQ/dischargeiq/tests/fixtures/t2_diabetes_structured.pdf,agent2_diagnosis,5.0,True,6.0
/Users/l/Desktop/DischargeIQ/dischargeiq/tests/fixtures/chf_narrative.pdf,agent2_diagnosis,4.6,True,6.0
/Users/l/Desktop/DischargeIQ/dischargeiq/tests/fixtures/copd_mixed_route_change.pdf,agent2_diagnosis,6.1,False,6.0
/Users/l/Desktop/DischargeIQ/dischargeiq/tests/fixtures/hip_replacement_8pages_distractors.pdf,agent2_diagnosis,3.3,True,6.0
/Users/l/Desktop/DischargeIQ/dischargeiq/tests/fixtures/pneumonia_abbreviations.pdf,agent2_diagnosis,6.0,True,6.0
/Users/l/Desktop/DischargeIQ/dischargeiq/tests/fixtures/minimal_sparse.pdf,agent2_diagnosis,5.3,True,6.0
/Users/l/Desktop/DischargeIQ/dischargeiq/tests/fixtures/aki_6_secondaries.pdf,agent2_diagnosis,5.3,True,6.0
/Users/l/Desktop/DischargeIQ/dischargeiq/tests/fixtures/pediatric_asthma_weight_based.pdf,agent2_diagnosis,4.1,True,6.0
/Users/l/Desktop/DischargeIQ/dischargeiq/tests/fixtures/t2_diabetes_structured.pdf,agent2_diagnosis,6.1,False,6.0
/Users/l/Desktop/DischargeIQ/dischargeiq/tests/fixtures/chf_narrative.pdf,agent2_diagnosis,6.3,False,6.0
/Users/l/Desktop/DischargeIQ/dischargeiq/tests/fixtures/copd_mixed_route_change.pdf,agent2_diagnosis,5.6,True,6.0
/Users/l/Desktop/DischargeIQ/dischargeiq/tests/fixtures/hip_replacement_8pages_distractors.pdf,agent2_diagnosis,4.9,True,6.0
/Users/l/Desktop/DischargeIQ/dischargeiq/tests/fixtures/pneumonia_abbreviations.pdf,agent2_diagnosis,4.8,True,6.0
/Users/l/Desktop/DischargeIQ/dischargeiq/tests/fixtures/minimal_sparse.pdf,agent2_diagnosis,4.9,True,6.0
/Users/l/Desktop/DischargeIQ/dischargeiq/tests/fixtures/aki_6_secondaries.pdf,agent2_diagnosis,5.5,True,6.0
/Users/l/Desktop/DischargeIQ/dischargeiq/tests/fixtures/pediatric_asthma_weight_based.pdf,agent2_diagnosis,5.3,True,6.0
/Users/l/Desktop/DischargeIQ/dischargeiq/tests/fixtures/t2_diabetes_structured.pdf,agent2_diagnosis,4.8,True,6.0
/Users/l/Desktop/DischargeIQ/dischargeiq/tests/fixtures/chf_narrative.pdf,agent2_diagnosis,2.5,True,6.0
/Users/l/Desktop/DischargeIQ/dischargeiq/tests/fixtures/copd_mixed_route_change.pdf,agent2_diagnosis,4.1,True,6.0
/Users/l/Desktop/DischargeIQ/dischargeiq/tests/fixtures/hip_replacement_8pages_distractors.pdf,agent2_diagnosis,5.0,True,6.0
/Users/l/Desktop/DischargeIQ/dischargeiq/tests/fixtures/t2_diabetes_structured.pdf,agent2_diagnosis,4.9,True,6.0
/Users/l/Desktop/DischargeIQ/dischargeiq/tests/fixtures/chf_narrative.pdf,agent2_diagnosis,3.8,True,6.0
/Users/l/Desktop/DischargeIQ/dischargeiq/tests/fixtures/copd_mixed_route_change.pdf,agent2_diagnosis,4.8,True,6.0
/Users/l/Desktop/DischargeIQ/dischargeiq/tests/fixtures/hip_replacement_8pages_distractors.pdf,agent2_diagnosis,3.3,True,6.0
/Users/l/Desktop/DischargeIQ/dischargeiq/tests/fixtures/pneumonia_abbreviations.pdf,agent2_diagnosis,5.4,True,6.0
/Users/l/Desktop/DischargeIQ/dischargeiq/tests/fixtures/minimal_sparse.pdf,agent2_diagnosis,5.2,True,6.0
/Users/l/Desktop/DischargeIQ/dischargeiq/tests/fixtures/aki_6_secondaries.pdf,agent2_diagnosis,7.7,False,6.0
/Users/l/Desktop/DischargeIQ/dischargeiq/tests/fixtures/pediatric_asthma_weight_based.pdf,agent2_diagnosis,4.5,True,6.0
/Users/l/Desktop/DischargeIQ/dischargeiq/tests/fixtures/t2_diabetes_structured.pdf,agent2_diagnosis,5.3,True,6.0
/Users/l/Desktop/DischargeIQ/dischargeiq/tests/fixtures/chf_narrative.pdf,agent2_diagnosis,3.3,True,6.0
/Users/l/Desktop/DischargeIQ/dischargeiq/tests/fixtures/copd_mixed_route_change.pdf,agent2_diagnosis,4.6,True,6.0
/Users/l/Desktop/DischargeIQ/dischargeiq/tests/fixtures/hip_replacement_8pages_distractors.pdf,agent2_diagnosis,2.4,True,6.0
/Users/l/Desktop/DischargeIQ/dischargeiq/tests/fixtures/pneumonia_abbreviations.pdf,agent2_diagnosis,4.7,True,6.0
/Users/l/Desktop/DischargeIQ/dischargeiq/tests/fixtures/minimal_sparse.pdf,agent2_diagnosis,4.2,True,6.0
/Users/l/Desktop/DischargeIQ/dischargeiq/tests/fixtures/aki_6_secondaries.pdf,agent2_diagnosis,8.5,False,6.0
/Users/l/Desktop/DischargeIQ/dischargeiq/tests/fixtures/pediatric_asthma_weight_based.pdf,agent2_diagnosis,4.6,True,6.0
dischargeiq/tests/fixtures/aki_6_secondaries.pdf,agent2_diagnosis,3.8,True,6.0
/Users/l/Desktop/DischargeIQ/dischargeiq/tests/fixtures/t2_diabetes_structured.pdf,agent2_diagnosis,4.6,True,6.0
/Users/l/Desktop/DischargeIQ/dischargeiq/tests/fixtures/chf_narrative.pdf,agent2_diagnosis,2.8,True,6.0
/Users/l/Desktop/DischargeIQ/dischargeiq/tests/fixtures/copd_mixed_route_change.pdf,agent2_diagnosis,2.9,True,6.0
/Users/l/Desktop/DischargeIQ/dischargeiq/tests/fixtures/hip_replacement_8pages_distractors.pdf,agent2_diagnosis,3.1,True,6.0
/Users/l/Desktop/DischargeIQ/dischargeiq/tests/fixtures/pneumonia_abbreviations.pdf,agent2_diagnosis,3.3,True,6.0
/Users/l/Desktop/DischargeIQ/dischargeiq/tests/fixtures/minimal_sparse.pdf,agent2_diagnosis,4.4,True,6.0
/Users/l/Desktop/DischargeIQ/dischargeiq/tests/fixtures/aki_6_secondaries.pdf,agent2_diagnosis,5.1,True,6.0
/Users/l/Desktop/DischargeIQ/dischargeiq/tests/fixtures/pediatric_asthma_weight_based.pdf,agent2_diagnosis,4.6,True,6.0
/Users/l/Desktop/DischargeIQ/dischargeiq/tests/fixtures/t2_diabetes_structured.pdf,agent2_diagnosis,4.8,True,6.0
/Users/l/Desktop/DischargeIQ/dischargeiq/tests/fixtures/chf_narrative.pdf,agent2_diagnosis,5.6,True,6.0
/Users/l/Desktop/DischargeIQ/dischargeiq/tests/fixtures/copd_mixed_route_change.pdf,agent2_diagnosis,2.2,True,6.0
/Users/l/Desktop/DischargeIQ/dischargeiq/tests/fixtures/hip_replacement_8pages_distractors.pdf,agent2_diagnosis,2.8,True,6.0
/Users/l/Desktop/DischargeIQ/dischargeiq/tests/fixtures/pneumonia_abbreviations.pdf,agent2_diagnosis,4.8,True,6.0
/Users/l/Desktop/DischargeIQ/dischargeiq/tests/fixtures/minimal_sparse.pdf,agent2_diagnosis,6.4,False,6.0
/Users/l/Desktop/DischargeIQ/dischargeiq/tests/fixtures/aki_6_secondaries.pdf,agent2_diagnosis,4.7,True,6.0
/Users/l/Desktop/DischargeIQ/dischargeiq/tests/fixtures/pediatric_asthma_weight_based.pdf,agent2_diagnosis,4.9,True,6.0
/Users/l/Desktop/DischargeIQ/dischargeiq/tests/fixtures/t2_diabetes_structured.pdf,agent2_diagnosis,3.5,True,6.0
/Users/l/Desktop/DischargeIQ/dischargeiq/tests/fixtures/chf_narrative.pdf,agent2_diagnosis,6.0,True,6.0
/Users/l/Desktop/DischargeIQ/dischargeiq/tests/fixtures/copd_mixed_route_change.pdf,agent2_diagnosis,3.4,True,6.0
/Users/l/Desktop/DischargeIQ/dischargeiq/tests/fixtures/hip_replacement_8pages_distractors.pdf,agent2_diagnosis,4.3,True,6.0
/Users/l/Desktop/DischargeIQ/dischargeiq/tests/fixtures/pneumonia_abbreviations.pdf,agent2_diagnosis,4.6,True,6.0
/Users/l/Desktop/DischargeIQ/dischargeiq/tests/fixtures/minimal_sparse.pdf,agent2_diagnosis,3.3,True,6.0
/Users/l/Desktop/DischargeIQ/dischargeiq/tests/fixtures/aki_6_secondaries.pdf,agent2_diagnosis,3.8,True,6.0
/Users/l/Desktop/DischargeIQ/dischargeiq/tests/fixtures/pediatric_asthma_weight_based.pdf,agent2_diagnosis,4.0,True,6.0
/Users/l/Desktop/DischargeIQ/dischargeiq/tests/fixtures/t2_diabetes_structured.pdf,agent2_diagnosis,3.7,True,6.0
/Users/l/Desktop/DischargeIQ/dischargeiq/tests/fixtures/chf_narrative.pdf,agent2_diagnosis,3.5,True,6.0
/Users/l/Desktop/DischargeIQ/dischargeiq/tests/fixtures/copd_mixed_route_change.pdf,agent2_diagnosis,3.2,True,6.0
/Users/l/Desktop/DischargeIQ/dischargeiq/tests/fixtures/hip_replacement_8pages_distractors.pdf,agent2_diagnosis,4.0,True,6.0
/Users/l/Desktop/DischargeIQ/dischargeiq/tests/fixtures/pneumonia_abbreviations.pdf,agent2_diagnosis,4.7,True,6.0
/Users/l/Desktop/DischargeIQ/dischargeiq/tests/fixtures/minimal_sparse.pdf,agent2_diagnosis,4.9,True,6.0
/Users/l/Desktop/DischargeIQ/dischargeiq/tests/fixtures/aki_6_secondaries.pdf,agent2_diagnosis,5.0,True,6.0
/Users/l/Desktop/DischargeIQ/dischargeiq/tests/fixtures/pediatric_asthma_weight_based.pdf,agent2_diagnosis,4.5,True,6.0
/var/folders/m3/7qfqyrbd52j5_bbq2hpkvd5c0000gn/T/tmp3wko4d1c.pdf,agent2_diagnosis,2.2,True,6.0
/var/folders/m3/7qfqyrbd52j5_bbq2hpkvd5c0000gn/T/tmpzsz20udt.pdf,agent2_diagnosis,3.3,True,6.0
/Users/l/Desktop/DischargeIQ/dischargeiq/tests/fixtures/fixture_09_epic_chf.pdf,agent2_diagnosis,3.3,True,6.0
/Users/l/Desktop/DischargeIQ/dischargeiq/tests/fixtures/fixture_10_cerner_pneumonia.pdf,agent2_diagnosis,2.8,True,6.0
/Users/l/Desktop/DischargeIQ/dischargeiq/tests/fixtures/fixture_11_word_knee.pdf,agent2_diagnosis,3.3,True,6.0
/Users/l/Desktop/DischargeIQ/dischargeiq/tests/fixtures/fixture_12_twocolumn_mi.pdf,agent2_diagnosis,4.3,True,6.0
/Users/l/Desktop/DischargeIQ/dischargeiq/tests/fixtures/fixture_13_pediatric_appy.pdf,agent2_diagnosis,4.0,True,6.0
/Users/l/Desktop/DischargeIQ/dischargeiq/tests/fixtures/fixture_14_multipage_sepsis.pdf,agent2_diagnosis,3.9,True,6.0
dischargeiq/tests/fixtures/fixture_09_epic_chf.pdf,agent2_diagnosis,3.4,True,6.0
dischargeiq/tests/fixtures/fixture_13_pediatric_appy.pdf,agent2_diagnosis,4.3,True,6.0
dischargeiq/tests/fixtures/fixture_14_multipage_sepsis.pdf,agent2_diagnosis,4.2,True,6.0
/Users/l/Desktop/DischargeIQ/dischargeiq/tests/fixtures/fixture_09_epic_chf.pdf,agent2_diagnosis,3.5,True,6.0
/Users/l/Desktop/DischargeIQ/dischargeiq/tests/fixtures/fixture_14_multipage_sepsis.pdf,agent2_diagnosis,3.4,True,6.0
dischargeiq/tests/fixtures/fixture_09_epic_chf.pdf,agent2_diagnosis,4.7,True,6.0
dischargeiq/tests/fixtures/fixture_14_multipage_sepsis.pdf,agent2_diagnosis,3.0,True,6.0
/Users/l/Desktop/DischargeIQ/dischargeiq/tests/fixtures/t2_diabetes_structured.pdf,agent2_diagnosis,4.8,True,6.0
/Users/l/Desktop/DischargeIQ/dischargeiq/tests/fixtures/chf_narrative.pdf,agent2_diagnosis,3.6,True,6.0
/Users/l/Desktop/DischargeIQ/dischargeiq/tests/fixtures/copd_mixed_route_change.pdf,agent2_diagnosis,3.1,True,6.0
/Users/l/Desktop/DischargeIQ/dischargeiq/tests/fixtures/hip_replacement_8pages_distractors.pdf,agent2_diagnosis,2.9,True,6.0
/Users/l/Desktop/DischargeIQ/dischargeiq/tests/fixtures/pneumonia_abbreviations.pdf,agent2_diagnosis,5.4,True,6.0
/Users/l/Desktop/DischargeIQ/dischargeiq/tests/fixtures/minimal_sparse.pdf,agent2_diagnosis,4.4,True,6.0
/Users/l/Desktop/DischargeIQ/dischargeiq/tests/fixtures/aki_6_secondaries.pdf,agent2_diagnosis,5.0,True,6.0
/Users/l/Desktop/DischargeIQ/dischargeiq/tests/fixtures/pediatric_asthma_weight_based.pdf,agent2_diagnosis,4.3,True,6.0
dischargeiq/tests/fixtures/minimal_sparse.pdf,agent2_diagnosis,4.9,True,6.0
/Users/l/Desktop/DischargeIQ/dischargeiq/tests/fixtures/t2_diabetes_structured.pdf,agent2_diagnosis,3.1,True,6.0
/Users/l/Desktop/DischargeIQ/dischargeiq/tests/fixtures/chf_narrative.pdf,agent2_diagnosis,2.9,True,6.0
/Users/l/Desktop/DischargeIQ/dischargeiq/tests/fixtures/copd_mixed_route_change.pdf,agent2_diagnosis,3.1,True,6.0
/Users/l/Desktop/DischargeIQ/dischargeiq/tests/fixtures/hip_replacement_8pages_distractors.pdf,agent2_diagnosis,2.9,True,6.0
/Users/l/Desktop/DischargeIQ/dischargeiq/tests/fixtures/pneumonia_abbreviations.pdf,agent2_diagnosis,3.7,True,6.0
/Users/l/Desktop/DischargeIQ/dischargeiq/tests/fixtures/minimal_sparse.pdf,agent2_diagnosis,5.4,True,6.0
/Users/l/Desktop/DischargeIQ/dischargeiq/tests/fixtures/aki_6_secondaries.pdf,agent2_diagnosis,3.3,True,6.0
/Users/l/Desktop/DischargeIQ/dischargeiq/tests/fixtures/pediatric_asthma_weight_based.pdf,agent2_diagnosis,4.7,True,6.0
/var/folders/m3/7qfqyrbd52j5_bbq2hpkvd5c0000gn/T/tmpkhszktiq.pdf,agent2_diagnosis,5.4,True,6.0
dischargeiq/tests/fixtures/chf_narrative.pdf,agent2_diagnosis,2.2,True,6.0
